time,system_name,crd
11,ApoMonoAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
16,ApoMonoAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
17,ApoMonoAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
13,ApoMonoAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
12,ApoMonoAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
11,ApoMonoAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
9,ApoMonoAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
17,ApoMonoAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
13,ApoMonoAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
14,ApoMonoAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
22,ApoMonoAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
10,ApoMonoAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
10,ApoMonoAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
19,ApoMonoAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
9,ApoMonoAndroid,"CR7 (Data Class) - A class contains only crude methods"
18,ApoMonoAndroid,"CR7 (Data Class) - A class contains only crude methods"
12,ApoMonoAndroid,"CR7 (Data Class) - A class contains only crude methods"
8,ApoMonoAndroid,"CR7 (Data Class) - A class contains only crude methods"
8,ApoMonoAndroid,"CR7 (Data Class) - A class contains only crude methods"
13,ApoSnake,"CR2 (Large Class) - A class has many methods"
48,ApoSnake,"CR2 (Large Class) - A class has many methods"
373,ApoSnake,"CR3 (Long Methods) - A method contains too many lines of code."
416,ApoSnake,"CR3 (Long Methods) - A method contains too many lines of code."
5,ApoSnake,"CR3 (Long Methods) - A method contains too many lines of code."
544,ApoSnake,"CR3 (Long Methods) - A method contains too many lines of code."
48,ApoSnake,"CR4 (Long Parameter List) - A method contains too many parameters."
32,ApoSnake,"CR4 (Long Parameter List) - A method contains too many parameters."
47,ApoSnake,"CR4 (Long Parameter List) - A method contains too many parameters."
52,ApoSnake,"CR4 (Long Parameter List) - A method contains too many parameters."
55,ApoSnake,"CR4 (Long Parameter List) - A method contains too many parameters."
57,ApoSnake,"CR4 (Long Parameter List) - A method contains too many parameters."
52,ApoSnake,"CR4 (Long Parameter List) - A method contains too many parameters."
36,ApoSnake,"CR4 (Long Parameter List) - A method contains too many parameters."
58,ApoSnake,"CR4 (Long Parameter List) - A method contains too many parameters."
33,ApoSnake,"CR4 (Long Parameter List) - A method contains too many parameters."
48,ApoSnake,"CR4 (Long Parameter List) - A method contains too many parameters."
43,ApoSnake,"CR4 (Long Parameter List) - A method contains too many parameters."
56,ApoSnake,"CR4 (Long Parameter List) - A method contains too many parameters."
10,ApoSnake,"CR7 (Data Class) - A class contains only crude methods"
11,ApoSnake,"CR7 (Data Class) - A class contains only crude methods"
5,ApoSnake,"CR7 (Data Class) - A class contains only crude methods"
10,ApoSnake,"CR7 (Data Class) - A class contains only crude methods"
19,ApoSnake,"CR7 (Data Class) - A class contains only crude methods"
6,ApoSnake,"CR7 (Data Class) - A class contains only crude methods"
17,ApoSnake,"CR7 (Data Class) - A class contains only crude methods"
875,BitsEngineAndroid,"CR1 (Large Class) - A class has many fields"
5,BitsEngineAndroid,"CR1 (Large Class) - A class has many fields"
7,BitsEngineAndroid,"CR1 (Large Class) - A class has many fields"
451,BitsEngineAndroid,"CR1 (Large Class) - A class has many fields"
7,BitsEngineAndroid,"CR1 (Large Class) - A class has many fields"
5,BitsEngineAndroid,"CR2 (Large Class) - A class has many methods"
9,BitsEngineAndroid,"CR2 (Large Class) - A class has many methods"
33,BitsEngineAndroid,"CR2 (Large Class) - A class has many methods"
6,BitsEngineAndroid,"CR2 (Large Class) - A class has many methods"
5,BitsEngineAndroid,"CR2 (Large Class) - A class has many methods"
4,BitsEngineAndroid,"CR2 (Large Class) - A class has many methods"
57,BitsEngineAndroid,"CR2 (Large Class) - A class has many methods"
40,BitsEngineAndroid,"CR2 (Large Class) - A class has many methods"
371,BitsEngineAndroid,"CR3 (Long Methods) - A method contains too many lines of code."
188,BitsEngineAndroid,"CR3 (Long Methods) - A method contains too many lines of code."
185,BitsEngineAndroid,"CR3 (Long Methods) - A method contains too many lines of code."
6,BitsEngineAndroid,"CR3 (Long Methods) - A method contains too many lines of code."
179,BitsEngineAndroid,"CR3 (Long Methods) - A method contains too many lines of code."
368,BitsEngineAndroid,"CR3 (Long Methods) - A method contains too many lines of code."
29,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
28,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
25,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
31,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
31,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
34,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
31,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
51,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
40,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
40,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
47,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
53,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
34,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
43,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
30,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
43,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
51,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
43,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
33,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
29,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
51,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
26,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
54,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
40,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
39,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
46,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
33,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
23,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
31,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
42,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
30,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
28,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
44,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
56,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
36,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
34,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
48,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
27,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
40,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
28,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
27,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
53,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
40,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
43,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
33,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
36,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
83,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
34,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
34,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
72,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
31,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
53,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
58,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
45,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
51,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
78,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
34,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
36,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
34,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
36,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
48,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
28,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
31,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
28,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
46,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
37,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
30,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
25,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
32,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
29,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
40,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
32,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
23,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
43,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
43,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
35,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
30,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
23,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
22,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
34,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
53,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
29,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
30,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
26,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
39,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
37,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
35,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
47,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
30,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
29,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
32,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
29,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
24,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
40,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
30,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
51,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
53,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
62,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
37,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
34,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
26,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
31,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
31,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
43,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
37,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
25,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
34,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
44,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
29,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
49,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
39,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
34,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
51,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
33,BitsEngineAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
9,BitsEngineAndroid,"CR7 (Data Class) - A class contains only crude methods"
14,BitsEngineAndroid,"CR7 (Data Class) - A class contains only crude methods"
5,BitsEngineAndroid,"CR7 (Data Class) - A class contains only crude methods"
13,BitsEngineAndroid,"CR7 (Data Class) - A class contains only crude methods"
8,BitsEngineAndroid,"CR7 (Data Class) - A class contains only crude methods"
11,BitsEngineAndroid,"CR7 (Data Class) - A class contains only crude methods"
5,BitsEngineAndroid,"CR7 (Data Class) - A class contains only crude methods"
10,BitsEngineAndroid,"CR7 (Data Class) - A class contains only crude methods"
6,BitsEngineAndroid,"CR7 (Data Class) - A class contains only crude methods"
10,BitsEngineAndroid,"CR7 (Data Class) - A class contains only crude methods"
7,BitsEngineAndroid,"CR7 (Data Class) - A class contains only crude methods"
8,BitsEngineAndroid,"CR7 (Data Class) - A class contains only crude methods"
6,myTreasureAndroid,"CR1 (Large Class) - A class has many fields"
5,myTreasureAndroid,"CR1 (Large Class) - A class has many fields"
33,myTreasureAndroid,"CR1 (Large Class) - A class has many fields"
34,myTreasureAndroid,"CR2 (Large Class) - A class has many methods"
7,myTreasureAndroid,"CR2 (Large Class) - A class has many methods"
47,myTreasureAndroid,"CR2 (Large Class) - A class has many methods"
27,myTreasureAndroid,"CR3 (Long Methods) - A method contains too many lines of code."
38,myTreasureAndroid,"CR3 (Long Methods) - A method contains too many lines of code."
43,myTreasureAndroid,"CR3 (Long Methods) - A method contains too many lines of code."
146,myTreasureAndroid,"CR3 (Long Methods) - A method contains too many lines of code."
34,myTreasureAndroid,"CR3 (Long Methods) - A method contains too many lines of code."
15,myTreasureAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
23,myTreasureAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
15,myTreasureAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
13,myTreasureAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
25,myTreasureAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
13,myTreasureAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
18,myTreasureAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
12,myTreasureAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
20,myTreasureAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
13,myTreasureAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
14,myTreasureAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
12,myTreasureAndroid,"CR4 (Long Parameter List) - A method contains too many parameters."
9,myTreasureAndroid,"CR7 (Data Class) - A class contains only crude methods"
52,myTreasureAndroid,"CR7 (Data Class) - A class contains only crude methods"
12,myTreasureAndroid,"CR7 (Data Class) - A class contains only crude methods"
13,myTreasureAndroid,"CR7 (Data Class) - A class contains only crude methods"
8,myTreasureAndroid,"CR7 (Data Class) - A class contains only crude methods"
17,myTreasureAndroid,"CR7 (Data Class) - A class contains only crude methods"
16,myTreasureAndroid,"CR7 (Data Class) - A class contains only crude methods"
41,ApoSlitherLink,"CR1 (Large Class) - A class has many fields"
31,ApoSlitherLink,"CR1 (Large Class) - A class has many fields"
55,ApoSlitherLink,"CR1 (Large Class) - A class has many fields"
4,ApoSlitherLink,"CR2 (Large Class) - A class has many methods"
32,ApoSlitherLink,"CR2 (Large Class) - A class has many methods"
6,ApoSlitherLink,"CR2 (Large Class) - A class has many methods"
39,ApoSlitherLink,"CR2 (Large Class) - A class has many methods"
43,ApoSlitherLink,"CR2 (Large Class) - A class has many methods"
9,ApoSlitherLink,"CR2 (Large Class) - A class has many methods"
19,ApoSlitherLink,"CR2 (Large Class) - A class has many methods"
7,ApoSlitherLink,"CR2 (Large Class) - A class has many methods"
8,ApoSlitherLink,"CR2 (Large Class) - A class has many methods"
37,ApoSlitherLink,"CR3 (Long Methods) - A method contains too many lines of code."
32,ApoSlitherLink,"CR3 (Long Methods) - A method contains too many lines of code."
5,ApoSlitherLink,"CR3 (Long Methods) - A method contains too many lines of code."
34,ApoSlitherLink,"CR3 (Long Methods) - A method contains too many lines of code."
21,ApoSlitherLink,"CR3 (Long Methods) - A method contains too many lines of code."
31,ApoSlitherLink,"CR3 (Long Methods) - A method contains too many lines of code."
5,ApoSlitherLink,"CR3 (Long Methods) - A method contains too many lines of code."
23,ApoSlitherLink,"CR3 (Long Methods) - A method contains too many lines of code."
17,ApoSlitherLink,"CR4 (Long Parameter List) - A method contains too many parameters."
9,ApoSlitherLink,"CR4 (Long Parameter List) - A method contains too many parameters."
16,ApoSlitherLink,"CR4 (Long Parameter List) - A method contains too many parameters."
18,ApoSlitherLink,"CR4 (Long Parameter List) - A method contains too many parameters."
14,ApoSlitherLink,"CR4 (Long Parameter List) - A method contains too many parameters."
11,ApoSlitherLink,"CR4 (Long Parameter List) - A method contains too many parameters."
14,ApoSlitherLink,"CR4 (Long Parameter List) - A method contains too many parameters."
13,ApoSlitherLink,"CR4 (Long Parameter List) - A method contains too many parameters."
13,ApoSlitherLink,"CR4 (Long Parameter List) - A method contains too many parameters."
20,ApoSlitherLink,"CR4 (Long Parameter List) - A method contains too many parameters."
21,ApoSlitherLink,"CR4 (Long Parameter List) - A method contains too many parameters."
21,ApoSlitherLink,"CR4 (Long Parameter List) - A method contains too many parameters."
17,ApoSlitherLink,"CR4 (Long Parameter List) - A method contains too many parameters."
12,ApoSlitherLink,"CR4 (Long Parameter List) - A method contains too many parameters."
14,ApoSlitherLink,"CR4 (Long Parameter List) - A method contains too many parameters."
10,ApoSlitherLink,"CR4 (Long Parameter List) - A method contains too many parameters."
12,ApoSlitherLink,"CR4 (Long Parameter List) - A method contains too many parameters."
14,ApoSlitherLink,"CR4 (Long Parameter List) - A method contains too many parameters."
16,ApoSlitherLink,"CR4 (Long Parameter List) - A method contains too many parameters."
12,ApoSlitherLink,"CR4 (Long Parameter List) - A method contains too many parameters."
18,ApoSlitherLink,"CR4 (Long Parameter List) - A method contains too many parameters."
15,ApoSlitherLink,"CR4 (Long Parameter List) - A method contains too many parameters."
11,ApoSlitherLink,"CR4 (Long Parameter List) - A method contains too many parameters."
11,ApoSlitherLink,"CR4 (Long Parameter List) - A method contains too many parameters."
14,ApoSlitherLink,"CR4 (Long Parameter List) - A method contains too many parameters."
11,ApoSlitherLink,"CR4 (Long Parameter List) - A method contains too many parameters."
10,ApoSlitherLink,"CR4 (Long Parameter List) - A method contains too many parameters."
13,ApoSlitherLink,"CR4 (Long Parameter List) - A method contains too many parameters."
12,ApoSlitherLink,"CR4 (Long Parameter List) - A method contains too many parameters."
11,ApoSlitherLink,"CR7 (Data Class) - A class contains only crude methods"
7,ApoSlitherLink,"CR7 (Data Class) - A class contains only crude methods"
8,ApoSlitherLink,"CR7 (Data Class) - A class contains only crude methods"
7,ApoSlitherLink,"CR7 (Data Class) - A class contains only crude methods"
9,ApoSlitherLink,"CR7 (Data Class) - A class contains only crude methods"
7,ApoSlitherLink,"CR7 (Data Class) - A class contains only crude methods"
6,ApoSlitherLink,"CR7 (Data Class) - A class contains only crude methods"
14,ApoSlitherLink,"CR7 (Data Class) - A class contains only crude methods"
17,ApoSlitherLink,"CR7 (Data Class) - A class contains only crude methods"
8,ApoSlitherLink,"CR7 (Data Class) - A class contains only crude methods"
