crd,cre,instance_type,count
"CR3 (Long Methods) - A method contains too many lines of code.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDefenceOptions<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR3 (Long Methods) - A method contains too many lines of code.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDefenceEditorHudWaypoint<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR3 (Long Methods) - A method contains too many lines of code.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDefenceEditorHudGeneral<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDefenceShootEnemy<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDefenceEnemyUndead<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDefenceShootIce<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDefenceEnemyWerewolf<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDefenceEnemyDracula<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDefenceEnemyDevil<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDefenceEnemyDog<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDefenceEnemyKnight<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-setUpgradeValues<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDefenceShootArch<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDefenceEntity<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDefenceEnemyUndefined<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDefenceShootFire<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDefenceEnemyFire<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDefenceEnemyGhost<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDefenceEnemyHorse<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDefenceEnemyAquatic<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDefenceEnemyBird<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-setAll<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-imageUpdate<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDefenceEnemySkeleton<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDefenceShootLight<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDefenceEnemyGoblin<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDefenceEnemyMummy<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDefenceTower<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-towerBuildCornerCheck<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDefenceEnemyMonk<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDefenceEnemySnake<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDefenceEnemySkull<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDefenceEnemyDragon<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDefenceEnemyLion<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR6 (Data Class) - A class contains only crude methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDefenceConstants<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR6 (Data Class) - A class contains only crude methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDefenceConstantsOriginal<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR6 (Data Class) - A class contains only crude methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDefenceHighscore<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR6 (Data Class) - A class contains only crude methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDefenceMain<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR1 (Large Class) - A class has many fields","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoJumpImageContainer<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR1 (Large Class) - A class has many fields","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoJumpConstants<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoJumpPanel<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoJumpLevel<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR3 (Long Methods) - A method contains too many lines of code.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-makeBackground<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoJumpPlatformIce<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoJumpFeatureHelicopter<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoJumpFeatureArrow<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoJumpPlayer<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoJumpFeatureSpring<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoJumpEntity<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoJumpPlatformInvisible<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoJumpFeatureMissle<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoJumpPlatformNormal<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawCloud<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoJumpEnemy<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR6 (Data Class) - A class contains only crude methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#int6}<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
"CR6 (Data Class) - A class contains only crude methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoJumpConstants<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
"CR6 (Data Class) - A class contains only crude methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#void3}<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
"CR6 (Data Class) - A class contains only crude methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#boolean0}<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
"CR6 (Data Class) - A class contains only crude methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#long6}<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
"CR1 (Large Class) - A class has many fields","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoMarcConstants<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoScreen7}<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoMarcEntity<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoMarcPanel<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoMarcPlayer<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoMarcWall<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonWithImage6}<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoMarcEntity<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoMarcPlayer<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoMarcPaddle<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR6 (Data Class) - A class contains only crude methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#long3}<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
"CR6 (Data Class) - A class contains only crude methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoMarcConstants<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
"CR6 (Data Class) - A class contains only crude methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#int8}<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
"CR1 (Large Class) - A class has many fields","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoNotSoSimpleEditor<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
"CR1 (Large Class) - A class has many fields","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoNotSoSimpleGame<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
"CR1 (Large Class) - A class has many fields","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoNotSoSimpleConstants<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoNotSoSimpleImages0}<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoNotSoSimpleLevelGeneration<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoNotSoSimpleLevel<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoScreen<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoNotSoSimplePanel<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoNotSoSimpleGame<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoNotSoSimpleComponent<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImage9}<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoNotSoSimpleEntity<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImage0}<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonWithImage4}<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoNotSoSimplePlayer<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-getImageSimpleTriangle6}<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoNotSoSimpleString<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImageLevelChooser0}<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-getImageSimple9}<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImageSimple2}<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonWithImage3}<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]",<InstanceType-Method8}>,1
"CR6 (Data Class) - A class contains only crude methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoNotSoSimpleConstants<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
"CR6 (Data Class) - A class contains only crude methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoNotSoSimpleLevelGeneration<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
"CR6 (Data Class) - A class contains only crude methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#int2}<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
"CR1 (Large Class) - A class has many fields","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoPongBeatConstants<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class3}>]]",<InstanceType-Class3}>,1
