idcre,system_name,cre,crd,time,result,instance_type
23327,ApoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-rectangleContains<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",8,0,<InstanceType-Method>
23374,ApoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-render<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",19,0,<InstanceType-Method>
23415,ApoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoButtonText<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",14,0,<InstanceType-Method>
23463,ApoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDisplayConfiguration<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",12,0,<InstanceType-Method>
23472,ApoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSimpleOptionsButton<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",10,0,<InstanceType-Method>
24917,ApoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#boolean<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",11,0,<InstanceType-Class>
24918,ApoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#void<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",6,0,<InstanceType-Class>
24923,ApoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoConstants<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",23,0,<InstanceType-Class>
24927,ApoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSimpleAnimationMake<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",20,0,<InstanceType-Class>
24933,ApoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#int<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",13,0,<InstanceType-Class>
24946,ApoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#double<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",6,0,<InstanceType-Class>
24964,ApoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#byte<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",6,0,<InstanceType-Class>
24981,ApoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoBubbleLevels<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",55,0,<InstanceType-Class>
24983,ApoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#long<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",12,0,<InstanceType-Class>
24991,ApoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSimpleOneButtonLevels<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",155,0,<InstanceType-Class>
24992,ApoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#float<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",21,0,<InstanceType-Class>
25014,ApoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSimpleLevels<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",13,0,<InstanceType-Class>
25026,ApoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#char<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",10,0,<InstanceType-Class>
25068,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSimpleSudokuConstants<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class>]]","CR1 (Large Class) - A class has many fields",4,0,<InstanceType-Class>
25102,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoEntity<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]","CR2 (Large Class) - A class has many methods",4,0,<InstanceType-Class>
25112,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSimpleSudokuPanel<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]","CR2 (Large Class) - A class has many methods",28,0,<InstanceType-Class>
25125,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSimpleSudokuLevelMake<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]","CR2 (Large Class) - A class has many methods",38,0,<InstanceType-Class>
25127,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoScreen<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]","CR2 (Large Class) - A class has many methods",34,0,<InstanceType-Class>
25131,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSimpleSudokuGameComponent<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]","CR2 (Large Class) - A class has many methods",9,0,<InstanceType-Class>
25134,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoHelp<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]","CR2 (Large Class) - A class has many methods",23,0,<InstanceType-Class>
25137,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoAnimation<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]","CR2 (Large Class) - A class has many methods",4,0,<InstanceType-Class>
25234,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-makeWinImage<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method>]]","CR3 (Long Methods) - A method contains too many lines of code.",4,0,<InstanceType-Method>
25273,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-init<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method>]]","CR3 (Long Methods) - A method contains too many lines of code.",7,0,<InstanceType-Method>
25386,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSplashScreen<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method>]]","CR3 (Long Methods) - A method contains too many lines of code.",4,0,<InstanceType-Method>
25624,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoButtonText<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",43,0,<InstanceType-Method>
25663,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawSpeech<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",25,0,<InstanceType-Method>
25667,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImage<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",29,0,<InstanceType-Method>
25677,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonWithImage<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",44,0,<InstanceType-Method>
25690,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDisplayConfiguration<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",51,0,<InstanceType-Method>
25724,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawString<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",62,0,<InstanceType-Method>
25742,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoEntity<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",36,0,<InstanceType-Method>
25749,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoAnimation<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",43,0,<InstanceType-Method>
25772,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonWithImage<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",54,0,<InstanceType-Method>
25775,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoAnimation<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",59,0,<InstanceType-Method>
25779,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-rectangleIntersects<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",62,0,<InstanceType-Method>
25814,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImage<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",25,0,<InstanceType-Method>
25826,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoButtonText<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",55,0,<InstanceType-Method>
25891,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImage<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",135,0,<InstanceType-Method>
25895,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImage<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",68,0,<InstanceType-Method>
25896,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImage<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",81,0,<InstanceType-Method>
25902,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSimpleSudokuMenu<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",75,0,<InstanceType-Method>
25906,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getCircleCuts<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",34,0,<InstanceType-Method>
25929,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImage<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",61,0,<InstanceType-Method>
25970,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawString<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",23,0,<InstanceType-Method>
25989,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-rectangleContains<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",36,0,<InstanceType-Method>
26029,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImage<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",32,0,<InstanceType-Method>
26033,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImageLevelChooser<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",70,0,<InstanceType-Method>
26037,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImage<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",76,0,<InstanceType-Method>
26044,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawInBubbles<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",58,0,<InstanceType-Method>
26054,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoButton<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",37,0,<InstanceType-Method>
26059,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonWithImage<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",44,0,<InstanceType-Method>
26081,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawString<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",32,0,<InstanceType-Method>
26617,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#boolean<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",16,0,<InstanceType-Class>
26624,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#int<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",8,0,<InstanceType-Class>
26628,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#void<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",16,0,<InstanceType-Class>
26637,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#byte<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",6,0,<InstanceType-Class>
26638,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoConstants<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",15,0,<InstanceType-Class>
26652,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#long<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",9,0,<InstanceType-Class>
26659,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#float<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",8,0,<InstanceType-Class>
26660,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#double<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",6,0,<InstanceType-Class>
26662,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#char<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",7,0,<InstanceType-Class>
26666,ApoSimpleSudoku,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSimpleSudokuLevelMake<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",101,0,<InstanceType-Class>
28301,ApoStarz,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoStarzGame<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class>]]","CR1 (Large Class) - A class has many fields",2113,0,<InstanceType-Class>
28307,ApoStarz,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoStarzEditor<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class>]]","CR1 (Large Class) - A class has many fields",449,0,<InstanceType-Class>
28349,ApoStarz,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoStarzConstants<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class>]]","CR1 (Large Class) - A class has many fields",5,0,<InstanceType-Class>
28357,ApoStarz,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoEntity<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]","CR2 (Large Class) - A class has many methods",7,0,<InstanceType-Class>
28362,ApoStarz,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoStarzLevelLoad<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]","CR2 (Large Class) - A class has many methods",10,0,<InstanceType-Class>
28363,ApoStarz,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoStarzEditor<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]","CR2 (Large Class) - A class has many methods",5,0,<InstanceType-Class>
28366,ApoStarz,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoComponent<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]","CR2 (Large Class) - A class has many methods",7,0,<InstanceType-Class>
28368,ApoStarz,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoStarzGame<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]","CR2 (Large Class) - A class has many methods",22,0,<InstanceType-Class>
28391,ApoStarz,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoStarzLevel<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]","CR2 (Large Class) - A class has many methods",35,0,<InstanceType-Class>
28403,ApoStarz,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoComponentBufferedStrategy<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]","CR2 (Large Class) - A class has many methods",47,0,<InstanceType-Class>
28912,ApoStarz,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSplashScreen<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method>]]","CR3 (Long Methods) - A method contains too many lines of code.",5,0,<InstanceType-Method>
28939,ApoStarz,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getBackgroundEditor<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method>]]","CR3 (Long Methods) - A method contains too many lines of code.",568,0,<InstanceType-Method>
28955,ApoStarz,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-process<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method>]]","CR3 (Long Methods) - A method contains too many lines of code.",9,0,<InstanceType-Method>
28995,ApoStarz,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImage<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",89,0,<InstanceType-Method>
28999,ApoStarz,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImage<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",53,0,<InstanceType-Method>
29003,ApoStarz,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoThread<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",42,0,<InstanceType-Method>
29004,ApoStarz,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoButtonText<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",80,0,<InstanceType-Method>
29049,ApoStarz,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoButtonText<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",134,0,<InstanceType-Method>
29053,ApoStarz,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImage<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",84,0,<InstanceType-Method>
29166,ApoStarz,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoStarzBlock<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",48,0,<InstanceType-Method>
29170,ApoStarz,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoButton<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",88,0,<InstanceType-Method>
29178,ApoStarz,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImage<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",68,0,<InstanceType-Method>
29190,ApoStarz,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonRotate<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",54,0,<InstanceType-Method>
29203,ApoStarz,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoStarzEntity<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",52,0,<InstanceType-Method>
